MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
8,5,55.0,7700,1,1,3,3,0,4,0,15,2,2,0,7,5,7,0,1956,1,1,13,14,4,0.0,3,4,1,2,5,4,1,271.0,6,0.0,30.0,301.0,1,0,1,0,1145,0,0,1145,0.0,0.0,1,0,3,1,4,6,3,0,3,5,1993.0,3,2.0,684.0,5,5,2,0,0,0,0,0,0,3,1,2,0,9,2006,9,4,127000
0,5,65.0,11050,1,1,3,3,0,4,0,15,2,2,0,2,5,5,0,1956,3,1,14,15,4,0.0,3,4,1,5,5,4,3,488.0,6,0.0,517.0,1005.0,1,0,1,4,1005,0,0,1005,0.0,0.0,1,0,2,1,4,6,7,1,5,1,1956.0,3,1.0,319.0,5,5,2,0,0,0,0,288,0,3,4,2,0,7,2006,9,4,133500
0,5,80.0,13600,1,1,3,0,0,4,0,15,2,2,0,2,5,6,0,1955,1,1,6,6,4,0.0,3,4,1,5,5,4,5,144.0,1,912.0,0.0,1056.0,1,2,1,4,1056,0,0,1056,1.0,0.0,1,1,3,1,4,6,7,0,3,1,1955.0,0,1.0,300.0,5,5,2,0,0,0,0,0,0,3,2,4,650,11,2006,9,4,125000
0,5,85.0,15428,1,1,3,3,0,4,0,15,2,2,0,2,5,6,0,1991,3,1,8,8,4,0.0,3,4,1,5,5,4,5,741.0,6,0.0,143.0,884.0,1,0,1,4,884,0,0,884,1.0,0.0,1,0,2,1,4,4,7,0,3,1,1951.0,0,1.0,270.0,5,5,2,0,0,0,0,195,0,3,4,2,0,6,2006,9,4,142000
1,5,118.0,21299,1,1,3,3,0,4,0,15,2,2,0,2,7,5,0,1963,3,6,3,3,4,0.0,2,4,1,5,5,4,6,0.0,6,0.0,929.0,929.0,1,0,1,4,2039,0,0,2039,1.0,0.0,1,1,3,1,4,7,2,3,2,0,1941.0,3,3.0,791.0,5,5,2,0,0,90,0,0,0,3,4,2,0,12,2006,0,0,167000
0,5,70.0,13300,1,1,3,3,0,4,0,15,2,2,0,2,5,5,0,2001,3,1,14,14,4,0.0,3,4,1,5,5,4,5,494.0,6,0.0,521.0,1015.0,1,2,1,4,1384,0,0,1384,1.0,0.0,1,0,2,1,4,6,2,0,3,1,2001.0,3,2.0,896.0,5,5,2,75,0,0,323,0,0,3,4,4,400,6,2006,9,4,159000
15,5,94.0,22136,1,1,3,3,0,4,0,20,0,2,1,0,5,5,0,1975,1,1,8,8,4,0.0,3,1,1,5,5,2,2,1018.0,6,0.0,1153.0,2171.0,1,4,1,4,1392,1248,0,2640,2.0,0.0,2,1,5,1,4,10,0,1,2,1,1977.0,2,3.0,1008.0,5,5,0,631,48,148,0,0,0,3,4,2,0,7,2006,9,4,180000
4,5,50.0,7500,1,1,3,3,0,4,0,15,2,2,0,0,6,6,0,1950,1,1,13,14,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,784.0,784.0,1,0,1,0,900,412,0,1312,0.0,0.0,1,1,3,1,4,6,7,0,3,5,1953.0,3,2.0,649.0,5,5,2,0,28,0,0,0,0,3,4,2,0,10,2006,9,4,127000
4,5,50.0,7000,1,1,3,3,0,0,0,20,0,2,0,0,6,6,0,1950,1,1,8,8,4,0.0,3,2,0,1,5,4,3,617.0,6,0.0,0.0,617.0,1,2,1,4,865,445,0,1310,0.0,0.0,2,0,2,1,4,6,2,0,3,1,1924.0,3,1.0,398.0,5,5,2,0,0,126,0,0,0,3,4,2,0,5,2006,0,4,112000
1,5,60.0,10410,1,0,3,3,0,4,0,20,2,2,0,2,3,8,0,2001,1,1,13,14,4,0.0,3,2,2,5,5,4,6,0.0,6,0.0,713.0,713.0,1,0,1,4,713,0,0,713,0.0,0.0,1,0,2,1,2,5,7,0,3,5,1936.0,3,1.0,371.0,1,1,0,0,75,161,0,0,0,3,4,2,0,10,2006,9,4,99800
0,5,90.0,5400,1,1,3,3,0,4,0,20,2,2,0,2,5,7,0,2000,1,1,8,8,4,0.0,3,2,1,5,5,4,5,415.0,6,0.0,418.0,833.0,1,0,1,4,833,0,0,833,0.0,0.0,1,0,2,1,2,4,7,0,3,5,1955.0,3,1.0,326.0,5,5,2,0,0,0,0,0,0,3,2,2,0,8,2006,9,4,117000
1,5,60.0,5400,1,1,3,3,0,0,2,20,2,2,0,2,5,6,0,1968,1,1,8,8,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,1073.0,1073.0,1,0,1,4,1073,0,0,1073,0.0,0.0,1,0,2,1,4,4,7,0,3,5,1968.0,3,1.0,326.0,5,5,2,0,0,112,0,0,0,3,4,2,0,12,2006,9,0,108480
1,5,60.0,10914,1,0,3,3,0,4,0,15,0,2,0,2,3,3,0,1950,3,1,14,15,4,0.0,3,1,1,5,5,2,6,0.0,6,0.0,715.0,715.0,1,1,0,2,715,0,0,715,0.0,0.0,1,0,2,1,4,4,7,0,3,5,1967.0,3,2.0,660.0,1,5,0,0,0,75,0,112,0,3,4,2,0,8,2006,9,4,68000
4,5,60.0,7008,1,1,3,3,0,0,0,20,2,2,0,0,4,8,0,1998,1,1,8,8,4,0.0,3,2,0,1,1,4,6,0.0,6,0.0,448.0,448.0,1,0,1,4,448,272,0,720,0.0,0.0,1,0,1,1,1,5,7,0,3,1,1900.0,3,1.0,280.0,1,5,2,0,0,70,0,0,0,3,4,2,0,3,2006,9,4,86900
1,5,60.0,10800,1,0,3,3,0,4,0,20,2,2,0,2,5,6,0,1950,3,1,12,13,4,0.0,3,4,0,5,5,4,5,821.0,6,0.0,299.0,1120.0,1,0,1,4,1130,0,0,1130,1.0,0.0,1,0,2,1,4,5,7,1,2,5,1970.0,3,2.0,720.0,5,5,2,229,0,0,0,0,0,3,4,2,0,6,2006,9,4,120000
6,5,60.0,7200,1,0,3,3,0,4,0,20,2,2,0,5,6,8,0,1950,1,1,8,8,4,0.0,3,0,1,5,5,4,5,338.0,6,0.0,325.0,663.0,1,0,1,4,774,821,0,1595,0.0,0.0,2,0,3,1,4,7,7,1,2,5,1974.0,3,2.0,528.0,5,5,2,49,0,231,0,0,0,3,4,2,0,4,2006,9,4,155500
4,5,60.0,10818,1,0,3,3,0,4,0,20,2,2,0,0,4,4,0,1950,1,1,13,14,4,0.0,3,4,0,1,5,4,6,0.0,6,0.0,1077.0,1077.0,1,4,1,0,981,779,0,1760,0.0,0.0,1,1,4,1,4,7,7,1,5,5,1935.0,3,2.0,648.0,1,5,2,120,0,96,0,0,0,3,4,2,0,2,2006,0,0,80000
4,5,60.0,10410,1,0,3,3,0,0,0,20,0,2,0,0,3,4,0,1950,1,1,14,15,4,0.0,3,4,2,5,5,4,6,0.0,6,0.0,672.0,672.0,1,4,1,4,694,520,0,1214,0.0,0.0,1,0,3,1,4,6,7,0,3,5,1998.0,3,3.0,936.0,5,5,2,216,0,160,0,0,0,3,2,2,0,1,2006,9,3,105000
15,5,60.0,10800,1,1,3,3,0,0,0,20,2,2,1,0,5,4,0,1970,1,1,14,15,4,0.0,3,1,1,5,1,4,1,664.0,6,0.0,290.0,954.0,1,4,0,0,1766,648,0,2414,0.0,0.0,2,0,3,2,4,10,4,1,2,1,1970.0,3,2.0,520.0,5,1,0,142,0,0,0,0,0,3,4,2,0,5,2006,3,4,160000
4,5,60.0,10800,1,0,3,3,0,4,0,20,2,2,0,0,5,8,0,1989,1,1,14,15,4,0.0,3,4,1,1,5,4,0,626.0,6,0.0,170.0,796.0,1,2,1,4,1096,370,0,1466,0.0,1.0,2,0,3,1,2,7,2,1,5,1,1950.0,3,2.0,566.0,5,5,2,436,21,0,0,0,0,3,4,4,500,4,2006,9,4,170000
0,5,84.0,8658,1,1,3,3,0,4,0,15,2,2,0,2,6,5,0,1965,1,1,14,15,1,101.0,3,4,1,5,5,4,5,643.0,6,0.0,445.0,1088.0,1,0,1,4,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,7,1,5,1,1965.0,2,2.0,440.0,5,5,2,0,138,0,0,0,0,3,1,2,0,12,2006,9,0,160000
8,5,85.0,13400,1,1,3,3,0,4,0,15,2,2,0,7,5,5,0,1966,1,1,13,14,1,1047.0,3,4,1,5,5,0,0,516.0,1,128.0,380.0,1024.0,1,4,1,4,1086,0,0,1086,1.0,0.0,1,0,3,1,4,6,7,1,2,1,1966.0,2,2.0,484.0,5,5,2,0,0,0,0,0,0,3,1,2,0,6,2006,9,4,159950
8,5,83.0,10184,1,1,3,3,0,4,0,15,2,2,0,7,6,5,0,1963,1,1,6,6,1,379.0,3,4,1,5,5,0,0,580.0,6,0.0,503.0,1083.0,1,4,1,4,1146,0,0,1146,0.0,1.0,1,0,3,1,4,6,7,1,2,1,1963.0,3,1.0,294.0,5,5,2,345,75,0,0,0,0,3,4,2,0,6,2006,9,4,165000
4,5,77.0,9786,1,1,0,0,0,4,0,15,2,2,0,0,6,7,0,1981,1,1,14,15,4,0.0,3,4,1,5,5,4,5,600.0,6,0.0,312.0,912.0,1,4,1,4,1085,649,0,1734,0.0,0.0,1,1,3,1,2,7,7,1,2,1,1962.0,2,2.0,440.0,5,5,2,0,0,0,0,128,0,3,0,2,0,6,2006,9,4,159000
0,5,77.0,9510,1,1,3,3,0,4,0,15,2,2,0,2,6,5,0,1985,1,1,6,6,0,161.0,3,4,1,5,5,4,0,701.0,6,0.0,434.0,1135.0,1,0,1,4,1207,0,0,1207,0.0,0.0,1,1,3,1,4,6,7,0,3,1,1962.0,2,1.0,264.0,5,5,2,0,240,0,0,0,0,3,4,2,0,5,2006,9,4,147000
0,5,66.0,7800,1,1,0,3,0,4,0,15,2,2,0,2,5,5,0,1964,1,1,14,15,4,0.0,3,4,1,5,5,4,5,312.0,3,600.0,0.0,912.0,1,4,1,4,912,0,0,912,0.0,0.0,1,0,2,1,4,5,7,0,3,1,1964.0,3,1.0,288.0,5,5,2,0,0,0,0,0,0,3,4,2,0,11,2006,9,0,115000
0,5,79.0,8910,1,1,3,3,0,0,0,15,2,2,0,2,6,6,0,1959,3,1,3,3,4,0.0,3,4,1,5,5,2,0,655.0,6,0.0,0.0,655.0,1,0,1,4,1194,0,0,1194,0.0,1.0,1,0,3,1,4,6,7,1,1,3,1954.0,0,2.0,539.0,5,5,2,0,0,192,0,0,0,3,4,2,0,7,2006,9,4,159500
0,5,60.0,7332,1,1,3,3,0,4,0,15,2,2,0,2,6,6,0,1959,1,1,15,16,1,207.0,3,4,1,5,5,4,1,414.0,6,0.0,450.0,864.0,1,0,1,4,864,0,0,864,1.0,0.0,1,0,2,1,2,4,7,0,3,1,1959.0,3,1.0,288.0,5,5,2,168,0,0,0,0,0,3,4,2,0,10,2006,9,0,120000
0,5,73.0,7100,1,1,0,3,0,0,0,15,2,2,0,2,5,7,0,1957,1,1,15,16,4,0.0,3,4,1,5,5,4,2,708.0,6,0.0,108.0,816.0,1,4,1,0,816,0,0,816,1.0,0.0,1,0,2,1,4,5,7,0,3,5,1957.0,3,1.0,308.0,5,5,2,0,0,0,0,0,0,3,4,2,0,7,2006,9,4,129900
0,5,80.0,10800,1,1,3,3,0,4,0,15,3,2,0,2,6,6,0,1992,1,1,6,6,1,104.0,3,4,1,5,5,4,5,913.0,6,0.0,400.0,1313.0,1,4,1,4,1773,0,0,1773,1.0,0.0,2,0,3,1,4,6,3,2,5,1,1961.0,2,2.0,418.0,5,5,2,355,98,0,0,144,0,3,4,2,0,8,2006,9,4,183000
0,5,86.0,11650,1,1,3,3,0,0,0,15,3,2,0,2,7,5,0,1959,3,1,9,10,0,58.0,3,4,3,3,3,3,4,0.0,4,0.0,0.0,0.0,1,2,1,0,1472,0,0,1472,0.0,0.0,2,0,2,1,2,5,7,1,2,1,1959.0,3,2.0,484.0,5,5,2,0,68,0,0,227,0,3,4,2,0,6,2006,9,4,157500
5,5,73.0,18275,1,1,0,1,0,4,0,15,2,2,0,5,7,8,0,1998,1,1,9,10,4,0.0,3,4,1,5,5,1,0,636.0,6,0.0,802.0,1438.0,1,4,1,4,1900,548,0,2448,1.0,0.0,3,0,3,1,4,9,7,2,2,1,1962.0,2,2.0,441.0,5,5,2,520,102,0,0,0,0,3,4,2,0,9,2006,9,4,277500
0,5,47.0,16321,1,1,0,3,0,1,0,15,2,2,0,2,5,6,0,1997,1,1,8,8,4,0.0,3,4,1,5,5,1,1,1277.0,6,0.0,207.0,1484.0,1,4,1,4,1600,0,0,1600,1.0,0.0,1,0,2,1,4,6,7,2,2,1,1957.0,2,1.0,319.0,5,5,2,288,258,0,0,0,0,3,4,2,0,12,2006,9,4,207500
4,5,60.0,12144,1,1,3,3,0,4,0,15,2,2,0,0,4,6,0,1950,1,1,2,15,4,0.0,3,4,1,5,5,4,5,455.0,6,0.0,455.0,910.0,1,2,1,4,910,611,0,1521,0.0,0.0,1,1,3,1,2,6,3,0,3,5,1950.0,3,1.0,597.0,1,5,2,199,0,168,0,0,0,3,4,2,0,9,2006,9,4,147500
4,5,60.0,10800,1,1,3,3,0,4,0,15,2,2,0,0,4,4,0,1950,1,1,0,0,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,720.0,720.0,1,4,0,0,720,472,0,1192,0.0,0.0,1,1,4,1,4,6,7,0,3,6,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,3,4,2,0,12,2006,9,0,135000
0,5,60.0,7200,1,1,3,3,0,4,0,15,2,2,0,2,5,7,0,1950,3,1,14,15,4,0.0,3,4,1,3,3,3,4,0.0,4,0.0,0.0,0.0,1,4,1,1,1040,0,0,1040,0.0,0.0,1,0,2,1,4,5,7,0,3,5,1950.0,3,2.0,625.0,5,5,2,0,0,0,0,0,0,3,4,2,0,6,2006,9,4,109500
0,5,60.0,7200,1,1,3,3,0,4,0,15,2,2,0,2,4,5,0,1950,1,1,3,15,4,0.0,3,4,3,3,3,3,4,0.0,4,0.0,0.0,0.0,1,4,1,0,1040,0,0,1040,0.0,0.0,1,0,2,1,4,4,7,0,3,5,1950.0,3,2.0,420.0,5,5,2,0,29,0,0,0,0,3,4,2,0,7,2006,9,4,109900
0,5,70.0,7560,1,1,3,3,0,4,0,15,2,2,0,2,5,5,0,1959,1,1,3,15,4,0.0,3,4,1,5,5,4,3,369.0,6,0.0,671.0,1040.0,1,4,1,0,1040,0,0,1040,0.0,0.0,1,0,3,1,4,6,7,0,3,1,1959.0,2,1.0,286.0,5,5,2,140,0,252,0,0,0,3,1,2,0,7,2006,9,4,133700
10,5,60.0,8544,1,1,3,3,0,0,0,15,2,2,2,2,3,4,0,1950,1,1,3,12,4,0.0,3,4,3,3,3,3,4,0.0,4,0.0,0.0,0.0,5,1,0,1,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,7,0,3,5,1950.0,3,2.0,400.0,5,1,2,0,0,0,0,0,0,3,4,2,0,12,2006,9,4,81400
10,5,73.0,8544,1,1,3,3,0,4,0,15,2,2,2,2,3,4,0,1950,1,1,12,13,1,340.0,3,4,3,3,3,3,4,0.0,4,0.0,0.0,0.0,5,1,0,0,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,7,0,3,5,1949.0,3,2.0,400.0,5,5,2,0,0,0,0,0,0,3,4,2,0,5,2006,9,4,87500
10,5,60.0,8544,1,1,3,3,0,4,0,15,2,2,2,2,3,4,0,1950,1,1,12,12,4,0.0,3,4,1,3,3,3,4,0.0,4,0.0,0.0,0.0,1,2,0,1,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,7,0,3,5,1949.0,3,2.0,400.0,5,5,2,0,0,0,0,0,0,3,4,2,0,7,2006,9,4,93500
10,5,75.0,8512,1,1,3,3,0,0,0,15,2,2,2,2,5,5,0,1960,3,1,3,3,4,0.0,3,4,1,5,1,4,6,0.0,6,0.0,1556.0,1556.0,1,4,1,4,1556,0,0,1556,0.0,0.0,2,0,4,2,4,8,7,0,3,6,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,3,4,2,0,9,2006,9,4,119000
0,5,70.0,7945,1,1,3,3,0,4,0,15,2,2,0,2,5,6,0,1959,1,1,3,15,4,0.0,3,4,1,5,5,4,0,179.0,1,506.0,465.0,1150.0,1,0,1,0,1150,0,0,1150,1.0,0.0,1,0,3,1,4,6,7,0,3,1,1959.0,2,1.0,300.0,5,5,2,0,0,0,0,0,0,3,4,2,0,5,2006,9,4,141000
0,5,70.0,7000,1,1,3,3,0,4,0,15,2,2,0,2,5,4,0,1961,3,1,3,3,4,0.0,3,4,1,5,5,4,2,781.0,6,0.0,369.0,1150.0,1,4,1,4,1150,0,0,1150,0.0,0.0,1,0,3,1,4,6,7,0,3,1,1961.0,2,1.0,288.0,5,5,2,0,0,0,0,162,0,3,4,2,0,7,2006,9,4,146000
5,5,69.0,7590,1,1,3,3,0,4,0,15,4,2,0,5,6,5,0,1966,1,1,13,14,1,266.0,3,4,1,5,5,4,1,512.0,6,0.0,148.0,660.0,1,4,1,4,660,688,0,1348,0.0,0.0,1,1,3,1,4,6,7,1,1,1,1966.0,2,2.0,453.0,5,5,2,188,108,0,0,0,0,3,4,2,0,7,2006,9,4,155000
9,5,69.0,10205,1,1,0,3,0,4,0,15,2,2,0,6,5,5,0,1962,1,1,8,8,4,0.0,3,4,1,5,5,0,1,784.0,6,0.0,141.0,925.0,1,4,1,4,999,0,0,999,1.0,0.0,1,0,3,1,4,6,7,0,3,1,1962.0,3,1.0,300.0,5,5,2,150,72,0,0,0,0,3,4,2,0,5,2006,9,4,134500
0,5,74.0,7400,1,1,3,3,0,0,0,15,0,2,0,2,7,6,0,1962,1,1,14,15,4,0.0,3,4,1,5,5,4,3,809.0,6,0.0,236.0,1045.0,1,2,1,4,1045,0,0,1045,1.0,0.0,1,0,3,1,4,6,7,0,3,5,1962.0,3,2.0,528.0,5,5,2,0,0,0,0,0,0,3,4,2,0,3,2006,9,4,120000
0,5,70.0,7000,1,1,3,3,0,4,0,15,0,2,0,2,5,6,0,1962,1,1,14,15,4,0.0,3,4,1,5,5,4,1,468.0,6,0.0,396.0,864.0,1,2,1,4,864,0,0,864,0.0,1.0,1,0,3,1,4,5,7,0,3,1,1962.0,3,1.0,336.0,5,5,2,0,0,0,0,0,0,3,1,2,0,2,2006,9,4,105000
15,5,70.0,7000,1,1,3,3,0,4,0,15,0,2,1,6,5,5,0,1962,1,1,8,8,4,0.0,3,4,1,5,5,0,0,953.0,6,0.0,72.0,1025.0,1,4,1,4,1025,0,0,1025,1.0,0.0,1,0,3,1,4,6,7,0,3,6,0.0,1,0.0,0.0,3,3,2,96,80,0,0,0,0,3,4,2,0,3,2006,9,4,124000
6,6,62.0,9856,1,0,3,3,0,0,0,20,2,2,0,5,5,8,0,2005,3,1,5,5,4,0.0,2,2,2,1,5,4,6,0.0,6,0.0,716.0,716.0,1,0,1,0,1007,1007,0,2014,0.0,0.0,2,0,5,1,4,8,7,0,3,5,1900.0,3,2.0,624.0,5,5,2,0,72,167,0,0,0,3,4,2,0,6,2006,9,4,169000
6,6,57.0,9906,1,0,3,3,0,4,0,20,2,2,0,5,4,4,0,1950,1,1,8,8,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,686.0,686.0,1,1,0,4,810,518,0,1328,0.0,0.0,1,0,3,1,4,8,7,0,3,5,1940.0,3,1.0,210.0,5,5,2,0,172,60,0,0,0,3,4,2,0,9,2006,9,3,107000
4,6,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,0,5,6,0,1950,1,1,8,8,5,264.0,3,4,1,5,5,4,5,276.0,6,0.0,936.0,1212.0,1,2,1,0,1226,442,0,1668,1.0,0.0,1,0,3,1,4,6,7,0,3,5,1948.0,3,1.0,240.0,5,5,2,0,0,140,0,0,0,3,4,2,0,5,2006,9,4,135000
4,6,60.0,5520,1,1,3,3,0,0,0,20,2,2,0,0,4,6,0,1980,1,1,14,15,4,0.0,3,4,2,5,1,4,3,284.0,6,0.0,863.0,1147.0,1,4,0,4,1147,510,0,1657,0.0,0.0,1,0,4,1,1,9,7,1,5,5,1920.0,3,1.0,162.0,1,1,0,0,0,0,0,0,0,3,4,2,0,7,2006,9,4,111500
4,6,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,0,6,8,0,2004,1,1,14,15,4,0.0,3,4,0,5,5,4,5,381.0,6,0.0,399.0,780.0,1,0,1,4,940,476,0,1416,0.0,1.0,1,0,3,1,2,7,7,0,3,5,1956.0,3,2.0,400.0,5,5,2,0,24,0,0,0,0,3,4,2,0,6,2006,9,4,156500
6,6,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,5,7,7,0,1990,1,1,14,15,4,0.0,3,4,0,5,2,4,3,16.0,6,0.0,712.0,728.0,1,0,1,4,832,809,0,1641,0.0,1.0,1,1,3,1,0,6,7,1,2,5,1925.0,3,2.0,546.0,1,5,2,0,0,234,0,0,0,3,4,2,0,8,2006,9,4,178000
6,6,58.0,6451,1,0,3,3,0,4,0,20,2,2,0,5,7,7,0,1970,1,1,0,15,4,0.0,3,4,4,5,5,4,5,208.0,6,0.0,504.0,712.0,1,2,1,4,848,580,0,1428,1.0,0.0,1,0,4,1,4,7,7,0,3,5,1985.0,0,2.0,576.0,5,5,2,264,0,84,0,0,0,3,4,2,0,5,2006,9,4,139900
6,6,66.0,3960,1,0,3,3,0,4,0,20,2,2,0,5,7,8,0,1950,1,1,14,15,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,502.0,502.0,1,4,0,4,502,502,0,1004,0.0,0.0,1,0,2,1,2,5,7,1,4,5,1930.0,3,1.0,200.0,1,5,0,280,0,68,0,0,0,3,2,2,0,7,2006,9,4,105000
1,6,70.0,5684,1,1,3,3,0,4,0,20,2,2,0,2,6,8,0,2005,3,1,14,15,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,813.0,813.0,1,0,1,0,813,0,0,813,0.0,0.0,1,0,2,1,2,5,7,0,3,5,1932.0,3,1.0,270.0,1,1,0,0,113,0,0,0,0,3,4,2,0,6,2006,9,4,110000
15,6,56.0,7745,1,0,3,3,0,4,0,20,2,2,1,0,4,6,0,1950,1,1,8,8,4,0.0,2,4,2,5,5,4,6,0.0,6,0.0,938.0,938.0,1,2,0,4,1084,867,0,1951,0.0,0.0,2,0,4,2,1,9,7,0,3,5,1993.0,3,2.0,576.0,5,5,1,0,6,28,0,0,0,3,4,2,0,4,2006,9,4,111500
1,6,56.0,7741,1,0,3,3,0,4,0,20,2,2,0,2,6,5,0,1950,1,1,8,8,4,0.0,3,4,0,5,1,4,1,143.0,5,72.0,817.0,1032.0,1,2,0,0,1032,0,0,1032,0.0,0.0,1,0,2,1,4,5,7,0,3,5,1995.0,3,1.0,280.0,5,5,2,0,0,112,0,0,0,3,2,2,0,6,2006,0,0,108000
1,6,50.0,5633,1,2,3,3,0,4,0,20,2,2,0,2,5,7,0,1950,1,1,8,13,4,0.0,3,4,0,5,1,4,6,0.0,6,0.0,844.0,844.0,1,4,1,4,844,0,0,844,0.0,0.0,1,0,2,1,4,5,7,0,3,5,1925.0,3,1.0,216.0,5,5,0,50,81,123,0,0,0,3,4,2,0,7,2006,9,4,111500
6,6,50.0,9000,1,0,3,3,0,0,0,20,0,2,0,5,5,6,0,1991,1,1,13,14,4,0.0,3,4,0,1,1,4,6,0.0,6,0.0,636.0,636.0,1,4,1,0,1089,661,0,1750,0.0,0.0,1,0,3,1,0,8,7,0,3,5,1937.0,3,1.0,240.0,1,4,0,0,0,293,0,0,0,3,2,2,0,6,2006,9,0,124000
0,6,60.0,7200,1,0,3,3,0,4,0,20,2,2,0,2,4,5,0,1950,1,1,8,8,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,576.0,576.0,1,0,1,4,864,0,0,864,0.0,0.0,1,0,2,1,4,5,7,0,3,5,1952.0,2,1.0,528.0,5,5,2,0,0,0,0,115,0,3,4,2,0,8,2006,0,4,105000
4,6,40.0,4400,1,1,3,3,0,4,0,20,2,2,0,0,6,8,0,1950,1,1,12,13,4,0.0,3,4,0,1,5,4,6,0.0,6,0.0,648.0,648.0,1,4,1,0,734,384,0,1118,0.0,0.0,1,0,2,1,4,6,7,0,3,5,1990.0,3,2.0,440.0,5,5,2,0,0,0,0,0,0,3,4,2,0,10,2006,9,4,116000
6,6,42.0,7614,1,0,3,3,0,4,1,20,2,2,0,5,3,5,0,1950,1,1,8,8,4,0.0,3,4,0,5,1,2,6,0.0,6,0.0,738.0,738.0,1,2,1,0,714,662,0,1376,0.0,0.0,1,0,2,1,4,7,7,0,3,5,1930.0,3,1.0,216.0,5,5,0,0,0,104,0,225,0,3,4,2,0,3,2006,9,4,96900
15,6,50.0,6000,1,1,3,3,0,4,0,20,2,2,1,2,5,7,0,1955,3,1,14,15,4,0.0,3,4,1,5,5,0,2,576.0,6,0.0,384.0,960.0,1,4,1,0,960,0,0,960,1.0,0.0,1,0,3,1,4,5,7,0,3,5,1976.0,3,2.0,576.0,5,5,2,0,0,0,0,0,0,3,4,2,0,6,2006,9,4,135500
4,6,50.0,6000,1,1,3,3,0,4,0,20,2,2,0,0,5,7,0,1950,1,1,8,8,1,145.0,3,2,2,5,5,4,6,0.0,6,0.0,816.0,816.0,1,0,1,4,816,750,0,1566,0.0,0.0,1,1,5,1,2,7,7,0,3,5,1976.0,3,2.0,450.0,5,5,2,24,0,296,0,0,0,3,2,2,0,8,2006,9,4,139000
1,6,52.0,7830,1,1,3,3,0,4,0,20,2,2,0,2,3,5,0,1950,1,1,0,0,4,0.0,3,4,0,1,5,4,3,416.0,6,0.0,76.0,492.0,1,4,1,4,492,0,0,492,1.0,0.0,1,0,1,1,4,3,7,0,3,5,1921.0,3,1.0,200.0,1,5,0,0,0,78,0,0,0,3,4,2,0,6,2006,9,4,61500
4,6,56.0,9576,1,1,3,3,0,4,0,20,2,2,0,0,6,7,0,1950,1,1,13,14,4,0.0,3,4,1,1,5,4,5,310.0,6,0.0,460.0,770.0,1,4,1,4,885,297,0,1182,0.0,0.0,1,1,3,1,4,5,7,0,3,5,1945.0,3,1.0,378.0,1,5,2,0,0,0,0,0,0,3,1,2,0,5,2006,9,4,120000
0,6,49.0,5820,1,1,3,3,0,4,0,20,2,2,0,2,3,8,0,2005,1,1,13,14,4,0.0,3,2,1,5,5,4,0,256.0,6,0.0,906.0,1162.0,1,0,1,4,1163,0,0,1163,1.0,0.0,1,0,3,1,4,6,7,0,3,1,1955.0,3,1.0,220.0,1,5,2,142,98,0,0,0,0,3,4,2,0,7,2006,9,4,126175
1,6,48.0,5747,1,1,3,3,0,4,0,20,2,2,0,2,3,4,0,1950,1,1,14,15,4,0.0,3,4,2,5,5,4,6,0.0,6,0.0,798.0,798.0,1,2,1,4,840,0,0,840,0.0,0.0,1,0,2,1,1,5,7,0,3,5,1938.0,3,1.0,250.0,5,1,0,112,0,0,0,0,0,3,4,2,0,6,2006,9,4,64000
